"","topic","term","beta"
"18982",2,"serverless",6.11459983001412e-06
"18983",3,"serverless",6.57838474341011e-06
"18984",4,"serverless",6.24949222875641e-06
"18985",5,"serverless",5.15748376681984e-06
"18986",6,"serverless",4.90838499408539e-06
"18987",7,"serverless",6.06123055102647e-06
"18988",8,"serverless",0.00668328122004588
"18989",9,"serverless",5.57621854315714e-06
"18990",10,"serverless",6.07928604864644e-06
"18991",11,"serverless",5.3861027776132e-06
"18992",12,"serverless",4.67567201095977e-06
"18993",13,"serverless",6.00734097066616e-06
"18994",14,"serverless",6.57146800023657e-06
"18995",15,"serverless",5.52904684761394e-06
"18996",16,"serverless",5.74867924094439e-06
"18997",17,"serverless",5.4787615807323e-06
"18998",18,"serverless",5.98146940777471e-06
"18999",19,"serverless",6.02834527950423e-06
"19000",20,"serverless",6.60009372133084e-06
"19001",1,"jsonapi",6.17730089014906e-06
"19002",2,"jsonapi",6.72605981301554e-05
"19003",3,"jsonapi",6.57838474341011e-06
"19004",4,"jsonapi",6.24949222875641e-06
"19005",5,"jsonapi",5.15748376681984e-06
"19006",6,"jsonapi",4.90838499408539e-06
"19007",7,"jsonapi",6.06123055102647e-06
"19008",8,"jsonapi",6.61056500499098e-06
"19009",9,"jsonapi",5.57621854315714e-06
"19010",10,"jsonapi",6.07928604864644e-06
"19011",11,"jsonapi",5.3861027776132e-06
"19012",12,"jsonapi",4.67567201095977e-06
"19013",13,"jsonapi",6.00734097066616e-06
"19014",14,"jsonapi",6.57146800023657e-06
"19015",15,"jsonapi",5.52904684761394e-06
"19016",16,"jsonapi",5.74867924094439e-06
"19017",17,"jsonapi",5.4787615807323e-06
"19018",18,"jsonapi",5.98146940777471e-06
"19019",19,"jsonapi",6.02834527950423e-06
"19020",20,"jsonapi",6.60009372133084e-06
"19021",1,"sharing",6.17730089014906e-06
"19022",2,"sharing",6.11459983001412e-06
"19023",3,"sharing",6.57838474341011e-06
"19024",4,"sharing",6.24949222875641e-06
"19025",5,"sharing",5.15748376681984e-06
"19026",6,"sharing",5.39922349349393e-05
"19027",7,"sharing",6.06123055102647e-06
"19028",8,"sharing",6.61056500499098e-06
"19029",9,"sharing",5.57621854315714e-06
"19030",10,"sharing",6.07928604864644e-06
"19031",11,"sharing",5.92471305537452e-05
"19032",12,"sharing",4.67567201095977e-06
"19033",13,"sharing",6.00734097066616e-06
"19034",14,"sharing",6.57146800023657e-06
"19035",15,"sharing",0.00415231418255807
"19036",16,"sharing",5.74867924094439e-06
"19037",17,"sharing",0.00033420445642467
"19038",18,"sharing",5.98146940777471e-06
"19039",19,"sharing",6.02834527950423e-06
"19040",20,"sharing",6.60009372133084e-06
"19041",1,"normal",0.000253269336496112
"19042",2,"normal",0.000495282586231144
"19043",3,"normal",6.57838474341011e-06
"19044",4,"normal",0.000381219025954141
"19045",5,"normal",5.15748376681984e-06
"19046",6,"normal",4.90838499408539e-06
"19047",7,"normal",6.06123055102647e-06
"19048",8,"normal",6.61056500499098e-06
"19049",9,"normal",5.57621854315714e-06
"19050",10,"normal",6.07928604864644e-06
"19051",11,"normal",5.3861027776132e-06
"19052",12,"normal",4.67567201095977e-06
"19053",13,"normal",6.00734097066616e-06
"19054",14,"normal",0.00224087058808067
"19055",15,"normal",5.52904684761394e-06
"19056",16,"normal",5.74867924094439e-06
"19057",17,"normal",5.4787615807323e-06
"19058",18,"normal",0.00227893984436217
"19059",19,"normal",6.02834527950423e-06
"19060",20,"normal",0.000402605717001181
"19061",1,"facelet",6.17730089014906e-06
"19062",2,"facelet",6.11459983001412e-06
"19063",3,"facelet",6.57838474341011e-06
"19064",4,"facelet",6.24949222875641e-06
"19065",5,"facelet",5.67323214350183e-05
"19066",6,"facelet",4.90838499408539e-06
"19067",7,"facelet",6.06123055102647e-06
"19068",8,"facelet",6.61056500499098e-06
"19069",9,"facelet",5.57621854315714e-06
"19070",10,"facelet",6.07928604864644e-06
"19071",11,"facelet",5.3861027776132e-06
"19072",12,"facelet",4.67567201095977e-06
"19073",13,"facelet",6.00734097066616e-06
"19074",14,"facelet",6.57146800023657e-06
"19075",15,"facelet",5.52904684761394e-06
"19076",16,"facelet",5.74867924094439e-06
"19077",17,"facelet",5.4787615807323e-06
"19078",18,"facelet",5.98146940777471e-06
"19079",19,"facelet",6.02834527950423e-06
"19080",20,"facelet",6.60009372133084e-06
"19081",1,"customize",6.17730089014906e-06
"19082",2,"customize",6.11459983001412e-06
"19083",3,"customize",0.000138146079611612
"19084",4,"customize",6.24949222875641e-06
"19085",5,"customize",5.15748376681984e-06
"19086",6,"customize",4.90838499408539e-06
"19087",7,"customize",6.06123055102647e-06
"19088",8,"customize",6.61056500499098e-06
"19089",9,"customize",5.57621854315714e-06
"19090",10,"customize",6.07928604864644e-06
"19091",11,"customize",5.3861027776132e-06
"19092",12,"customize",4.67567201095977e-06
"19093",13,"customize",6.00734097066616e-06
"19094",14,"customize",6.57146800023657e-06
"19095",15,"customize",5.52904684761394e-06
"19096",16,"customize",5.74867924094439e-06
"19097",17,"customize",5.4787615807323e-06
"19098",18,"customize",5.98146940777471e-06
"19099",19,"customize",6.02834527950423e-06
"19100",20,"customize",6.60009372133084e-06
"19101",1,"volume",6.17730089014906e-06
"19102",2,"volume",6.11459983001412e-06
"19103",3,"volume",6.57838474341011e-06
"19104",4,"volume",0.00563079249810953
"19105",5,"volume",5.15748376681984e-06
"19106",6,"volume",4.90838499408539e-06
"19107",7,"volume",6.06123055102647e-06
"19108",8,"volume",7.27162150549008e-05
"19109",9,"volume",5.57621854315714e-06
"19110",10,"volume",6.68721465351109e-05
"19111",11,"volume",5.3861027776132e-06
"19112",12,"volume",4.67567201095977e-06
"19113",13,"volume",6.00734097066616e-06
"19114",14,"volume",6.57146800023657e-06
"19115",15,"volume",5.52904684761394e-06
"19116",16,"volume",5.74867924094439e-06
"19117",17,"volume",5.4787615807323e-06
"19118",18,"volume",5.98146940777471e-06
"19119",19,"volume",0.000247162156459674
"19120",20,"volume",6.60009372133084e-06
"19121",1,"weblogic",6.17730089014906e-06
"19122",2,"weblogic",6.11459983001412e-06
"19123",3,"weblogic",0.000138146079611612
"19124",4,"weblogic",6.24949222875641e-06
"19125",5,"weblogic",5.15748376681984e-06
"19126",6,"weblogic",4.90838499408539e-06
"19127",7,"weblogic",6.06123055102647e-06
"19128",8,"weblogic",6.61056500499098e-06
"19129",9,"weblogic",5.57621854315714e-06
"19130",10,"weblogic",6.07928604864644e-06
"19131",11,"weblogic",5.3861027776132e-06
"19132",12,"weblogic",4.67567201095977e-06
"19133",13,"weblogic",6.00734097066616e-06
"19134",14,"weblogic",6.57146800023657e-06
"19135",15,"weblogic",5.52904684761394e-06
"19136",16,"weblogic",5.74867924094439e-06
"19137",17,"weblogic",5.4787615807323e-06
"19138",18,"weblogic",5.98146940777471e-06
"19139",19,"weblogic",6.02834527950423e-06
"19140",20,"weblogic",6.60009372133084e-06
"19141",1,"channel",6.17730089014906e-06
"19142",2,"channel",0.000128406596430297
"19143",3,"channel",6.57838474341011e-06
"19144",4,"channel",6.24949222875641e-06
"19145",5,"channel",5.15748376681984e-06
"19146",6,"channel",0.000348495334580063
"19147",7,"channel",6.06123055102647e-06
"19148",8,"channel",6.61056500499098e-06
"19149",9,"channel",0.00591636787428973
"19150",10,"channel",6.07928604864644e-06
"19151",11,"channel",5.3861027776132e-06
"19152",12,"channel",4.67567201095977e-06
"19153",13,"channel",6.00734097066616e-06
"19154",14,"channel",6.57146800023657e-06
"19155",15,"channel",5.52904684761394e-06
"19156",16,"channel",5.74867924094439e-06
"19157",17,"channel",5.4787615807323e-06
"19158",18,"channel",5.98146940777471e-06
"19159",19,"channel",6.02834527950423e-06
"19160",20,"channel",6.60009372133084e-06
"19161",1,"akf",6.17730089014906e-06
"19162",2,"akf",6.72605981301554e-05
"19163",3,"akf",6.57838474341011e-06
"19164",4,"akf",6.24949222875641e-06
"19165",5,"akf",5.15748376681984e-06
"19166",6,"akf",4.90838499408539e-06
"19167",7,"akf",6.06123055102647e-06
"19168",8,"akf",6.61056500499098e-06
"19169",9,"akf",5.57621854315714e-06
"19170",10,"akf",6.07928604864644e-06
"19171",11,"akf",5.3861027776132e-06
"19172",12,"akf",4.67567201095977e-06
"19173",13,"akf",6.00734097066616e-06
"19174",14,"akf",6.57146800023657e-06
"19175",15,"akf",5.52904684761394e-06
"19176",16,"akf",5.74867924094439e-06
"19177",17,"akf",5.4787615807323e-06
"19178",18,"akf",5.98146940777471e-06
"19179",19,"akf",6.02834527950423e-06
"19180",20,"akf",6.60009372133084e-06
"19181",1,"axis",6.17730089014906e-06
"19182",2,"axis",6.11459983001412e-06
"19183",3,"axis",6.57838474341011e-06
"19184",4,"axis",6.24949222875641e-06
"19185",5,"axis",5.67323214350183e-05
"19186",6,"axis",4.90838499408539e-06
"19187",7,"axis",6.06123055102647e-06
"19188",8,"axis",6.61056500499098e-06
"19189",9,"axis",5.57621854315714e-06
"19190",10,"axis",6.07928604864644e-06
"19191",11,"axis",5.3861027776132e-06
"19192",12,"axis",4.67567201095977e-06
"19193",13,"axis",6.00734097066616e-06
"19194",14,"axis",0.000138000828004968
"19195",15,"axis",5.52904684761394e-06
"19196",16,"axis",5.74867924094439e-06
"19197",17,"axis",5.4787615807323e-06
"19198",18,"axis",5.98146940777471e-06
"19199",19,"axis",6.02834527950423e-06
"19200",20,"axis",6.60009372133084e-06
"19201",1,"akka",6.17730089014906e-06
"19202",2,"akka",6.11459983001412e-06
"19203",3,"akka",6.57838474341011e-06
"19204",4,"akka",6.24949222875641e-06
"19205",5,"akka",5.15748376681984e-06
"19206",6,"akka",4.90838499408539e-06
"19207",7,"akka",6.06123055102647e-06
"19208",8,"akka",6.61056500499098e-06
"19209",9,"akka",0.000228624960269443
"19210",10,"akka",0.000310043588480969
"19211",11,"akka",5.3861027776132e-06
"19212",12,"akka",4.67567201095977e-06
"19213",13,"akka",0.00595327490193016
"19214",14,"akka",6.57146800023657e-06
"19215",15,"akka",5.52904684761394e-06
"19216",16,"akka",5.74867924094439e-06
"19217",17,"akka",5.4787615807323e-06
"19218",18,"akka",5.98146940777471e-06
"19219",19,"akka",6.02834527950423e-06
"19220",20,"akka",6.60009372133084e-06
"19221",1,"hold",6.17730089014906e-06
"19222",2,"hold",0.00110674256923256
"19223",3,"hold",6.57838474341011e-06
"19224",4,"hold",6.24949222875641e-06
"19225",5,"hold",5.15748376681984e-06
"19226",6,"hold",4.90838499408539e-06
"19227",7,"hold",6.06123055102647e-06
"19228",8,"hold",0.000138821865104811
"19229",9,"hold",5.57621854315714e-06
"19230",10,"hold",6.07928604864644e-06
"19231",11,"hold",0.00242913235270355
"19232",12,"hold",4.67567201095977e-06
"19233",13,"hold",6.00734097066616e-06
"19234",14,"hold",6.57146800023657e-06
"19235",15,"hold",0.00122191935332268
"19236",16,"hold",5.74867924094439e-06
"19237",17,"hold",0.00263528432033223
"19238",18,"hold",5.98146940777471e-06
"19239",19,"hold",6.02834527950423e-06
"19240",20,"hold",6.60009372133084e-06
"19241",1,"enforce",6.17730089014906e-06
"19242",2,"enforce",0.00104559657093242
"19243",3,"enforce",6.57838474341011e-06
"19244",4,"enforce",6.24949222875641e-06
"19245",5,"enforce",5.15748376681984e-06
"19246",6,"enforce",4.90838499408539e-06
"19247",7,"enforce",6.06123055102647e-06
"19248",8,"enforce",0.00033713881525454
"19249",9,"enforce",0.0001171005894063
"19250",10,"enforce",6.07928604864644e-06
"19251",11,"enforce",0.00162121693606157
"19252",12,"enforce",5.14323921205575e-05
"19253",13,"enforce",0.000126154160383989
"19254",14,"enforce",6.57146800023657e-06
"19255",15,"enforce",0.00133250029027496
"19256",16,"enforce",5.74867924094439e-06
"19257",17,"enforce",5.4787615807323e-06
"19258",18,"enforce",5.98146940777471e-06
"19259",19,"enforce",6.02834527950423e-06
"19260",20,"enforce",6.60009372133084e-06
"19261",1,"nameko",6.17730089014906e-06
"19262",2,"nameko",6.11459983001412e-06
"19263",3,"nameko",7.23622321775112e-05
"19264",4,"nameko",6.24949222875641e-06
"19265",5,"nameko",5.15748376681984e-06
"19266",6,"nameko",4.90838499408539e-06
"19267",7,"nameko",6.06123055102647e-06
"19268",8,"nameko",6.61056500499098e-06
"19269",9,"nameko",5.57621854315714e-06
"19270",10,"nameko",6.07928604864644e-06
"19271",11,"nameko",5.3861027776132e-06
"19272",12,"nameko",4.67567201095977e-06
"19273",13,"nameko",6.00734097066616e-06
"19274",14,"nameko",6.57146800023657e-06
"19275",15,"nameko",5.52904684761394e-06
"19276",16,"nameko",5.74867924094439e-06
"19277",17,"nameko",5.4787615807323e-06
"19278",18,"nameko",5.98146940777471e-06
"19279",19,"nameko",6.02834527950423e-06
"19280",20,"nameko",6.60009372133084e-06
"19281",1,"analyze",6.17730089014906e-06
"19282",2,"analyze",6.72605981301554e-05
"19283",3,"analyze",6.57838474341011e-06
"19284",4,"analyze",6.24949222875641e-06
"19285",5,"analyze",5.15748376681984e-06
"19286",6,"analyze",4.90838499408539e-06
"19287",7,"analyze",6.06123055102647e-06
"19288",8,"analyze",6.61056500499098e-06
"19289",9,"analyze",5.57621854315714e-06
"19290",10,"analyze",6.07928604864644e-06
"19291",11,"analyze",5.3861027776132e-06
"19292",12,"analyze",4.67567201095977e-06
"19293",13,"analyze",6.00734097066616e-06
"19294",14,"analyze",6.57146800023657e-06
"19295",15,"analyze",5.52904684761394e-06
"19296",16,"analyze",5.74867924094439e-06
"19297",17,"analyze",5.4787615807323e-06
"19298",18,"analyze",5.98146940777471e-06
"19299",19,"analyze",6.02834527950423e-06
"19300",20,"analyze",6.60009372133084e-06
"19301",1,"rawrabbit",6.17730089014906e-06
"19302",2,"rawrabbit",6.11459983001412e-06
"19303",3,"rawrabbit",6.57838474341011e-06
"19304",4,"rawrabbit",6.24949222875641e-06
"19305",5,"rawrabbit",5.15748376681984e-06
"19306",6,"rawrabbit",4.90838499408539e-06
"19307",7,"rawrabbit",6.66735360612912e-05
"19308",8,"rawrabbit",6.61056500499098e-06
"19309",9,"rawrabbit",5.57621854315714e-06
"19310",10,"rawrabbit",6.07928604864644e-06
"19311",11,"rawrabbit",5.3861027776132e-06
"19312",12,"rawrabbit",4.67567201095977e-06
"19313",13,"rawrabbit",6.00734097066616e-06
"19314",14,"rawrabbit",6.57146800023657e-06
"19315",15,"rawrabbit",5.52904684761394e-06
"19316",16,"rawrabbit",5.74867924094439e-06
"19317",17,"rawrabbit",5.4787615807323e-06
"19318",18,"rawrabbit",5.98146940777471e-06
"19319",19,"rawrabbit",6.02834527950423e-06
"19320",20,"rawrabbit",6.60009372133084e-06
"19321",1,"odata",6.17730089014906e-06
"19322",2,"odata",6.11459983001412e-06
"19323",3,"odata",6.57838474341011e-06
"19324",4,"odata",6.24949222875641e-06
"19325",5,"odata",5.15748376681984e-06
"19326",6,"odata",4.90838499408539e-06
"19327",7,"odata",6.06123055102647e-06
"19328",8,"odata",6.61056500499098e-06
"19329",9,"odata",5.57621854315714e-06
"19330",10,"odata",6.07928604864644e-06
"19331",11,"odata",5.3861027776132e-06
"19332",12,"odata",4.67567201095977e-06
"19333",13,"odata",6.00734097066616e-06
"19334",14,"odata",6.57146800023657e-06
"19335",15,"odata",5.52904684761394e-06
"19336",16,"odata",0.000120722264059832
"19337",17,"odata",5.4787615807323e-06
"19338",18,"odata",5.98146940777471e-06
"19339",19,"odata",6.02834527950423e-06
"19340",20,"odata",6.60009372133084e-06
"19341",1,"postmappe",6.17730089014906e-06
"19342",2,"postmappe",6.11459983001412e-06
"19343",3,"postmappe",6.57838474341011e-06
"19344",4,"postmappe",6.24949222875641e-06
"19345",5,"postmappe",5.15748376681984e-06
"19346",6,"postmappe",4.90838499408539e-06
"19347",7,"postmappe",6.06123055102647e-06
"19348",8,"postmappe",6.61056500499098e-06
"19349",9,"postmappe",5.57621854315714e-06
"19350",10,"postmappe",6.07928604864644e-06
"19351",11,"postmappe",5.3861027776132e-06
"19352",12,"postmappe",4.67567201095977e-06
"19353",13,"postmappe",6.00734097066616e-06
"19354",14,"postmappe",6.57146800023657e-06
"19355",15,"postmappe",5.52904684761394e-06
"19356",16,"postmappe",6.32354716503883e-05
"19357",17,"postmappe",5.4787615807323e-06
"19358",18,"postmappe",5.98146940777471e-06
"19359",19,"postmappe",6.02834527950423e-06
"19360",20,"postmappe",6.60009372133084e-06
"19361",1,"connectionid",6.17730089014906e-06
"19362",2,"connectionid",6.11459983001412e-06
"19363",3,"connectionid",6.57838474341011e-06
"19364",4,"connectionid",6.24949222875641e-06
"19365",5,"connectionid",5.15748376681984e-06
"19366",6,"connectionid",4.90838499408539e-06
"19367",7,"connectionid",6.06123055102647e-06
"19368",8,"connectionid",6.61056500499098e-06
"19369",9,"connectionid",5.57621854315714e-06
"19370",10,"connectionid",6.07928604864644e-06
"19371",11,"connectionid",5.3861027776132e-06
"19372",12,"connectionid",4.67567201095977e-06
"19373",13,"connectionid",6.00734097066616e-06
"19374",14,"connectionid",7.22861480026023e-05
"19375",15,"connectionid",5.52904684761394e-06
"19376",16,"connectionid",5.74867924094439e-06
"19377",17,"connectionid",5.4787615807323e-06
"19378",18,"connectionid",5.98146940777471e-06
"19379",19,"connectionid",6.02834527950423e-06
"19380",20,"connectionid",6.60009372133084e-06
"19381",1,"ebook",6.17730089014906e-06
"19382",2,"ebook",6.11459983001412e-06
"19383",3,"ebook",6.57838474341011e-06
"19384",4,"ebook",6.24949222875641e-06
"19385",5,"ebook",5.15748376681984e-06
"19386",6,"ebook",4.90838499408539e-06
"19387",7,"ebook",6.06123055102647e-06
"19388",8,"ebook",6.61056500499098e-06
"19389",9,"ebook",5.57621854315714e-06
"19390",10,"ebook",6.07928604864644e-06
"19391",11,"ebook",5.3861027776132e-06
"19392",12,"ebook",5.14323921205575e-05
"19393",13,"ebook",6.00734097066616e-06
"19394",14,"ebook",6.57146800023657e-06
"19395",15,"ebook",5.52904684761394e-06
"19396",16,"ebook",5.74867924094439e-06
"19397",17,"ebook",5.4787615807323e-06
"19398",18,"ebook",5.98146940777471e-06
"19399",19,"ebook",6.02834527950423e-06
"19400",20,"ebook",6.60009372133084e-06
"19401",1,"saga",6.17730089014906e-06
"19402",2,"saga",6.11459983001412e-06
"19403",3,"saga",6.57838474341011e-06
"19404",4,"saga",6.24949222875641e-06
"19405",5,"saga",5.15748376681984e-06
"19406",6,"saga",0.00525688032866546
"19407",7,"saga",6.06123055102647e-06
"19408",8,"saga",6.61056500499098e-06
"19409",9,"saga",5.57621854315714e-06
"19410",10,"saga",6.07928604864644e-06
"19411",11,"saga",5.3861027776132e-06
"19412",12,"saga",4.67567201095977e-06
"19413",13,"saga",6.00734097066616e-06
"19414",14,"saga",6.57146800023657e-06
"19415",15,"saga",5.52904684761394e-06
"19416",16,"saga",5.74867924094439e-06
"19417",17,"saga",5.4787615807323e-06
"19418",18,"saga",5.98146940777471e-06
"19419",19,"saga",6.02834527950423e-06
"19420",20,"saga",6.60009372133084e-06
"19421",1,"vert",6.17730089014906e-06
"19422",2,"vert",6.11459983001412e-06
"19423",3,"vert",6.57838474341011e-06
"19424",4,"vert",6.24949222875641e-06
"19425",5,"vert",5.15748376681984e-06
"19426",6,"vert",4.90838499408539e-06
"19427",7,"vert",6.06123055102647e-06
"19428",8,"vert",6.61056500499098e-06
"19429",9,"vert",5.57621854315714e-06
"19430",10,"vert",6.07928604864644e-06
"19431",11,"vert",5.3861027776132e-06
"19432",12,"vert",4.67567201095977e-06
"19433",13,"vert",6.00734097066616e-06
"19434",14,"vert",6.57146800023657e-06
"19435",15,"vert",5.52904684761394e-06
"19436",16,"vert",0.0046621788644059
"19437",17,"vert",5.4787615807323e-06
"19438",18,"vert",5.98146940777471e-06
"19439",19,"vert",6.02834527950423e-06
"19440",20,"vert",6.60009372133084e-06
"19441",1,"ember",6.17730089014906e-06
"19442",2,"ember",6.11459983001412e-06
"19443",3,"ember",6.57838474341011e-06
"19444",4,"ember",6.24949222875641e-06
"19445",5,"ember",5.15748376681984e-06
"19446",6,"ember",4.90838499408539e-06
"19447",7,"ember",6.06123055102647e-06
"19448",8,"ember",6.61056500499098e-06
"19449",9,"ember",5.57621854315714e-06
"19450",10,"ember",6.07928604864644e-06
"19451",11,"ember",5.3861027776132e-06
"19452",12,"ember",4.67567201095977e-06
"19453",13,"ember",6.00734097066616e-06
"19454",14,"ember",6.57146800023657e-06
"19455",15,"ember",5.52904684761394e-06
"19456",16,"ember",5.74867924094439e-06
"19457",17,"ember",6.02663773880552e-05
"19458",18,"ember",5.98146940777471e-06
"19459",19,"ember",6.02834527950423e-06
"19460",20,"ember",6.60009372133084e-06
"19461",1,"infra",6.17730089014906e-06
"19462",2,"infra",6.11459983001412e-06
"19463",3,"infra",6.57838474341011e-06
"19464",4,"infra",6.24949222875641e-06
"19465",5,"infra",5.15748376681984e-06
"19466",6,"infra",4.90838499408539e-06
"19467",7,"infra",6.06123055102647e-06
"19468",8,"infra",6.61056500499098e-06
"19469",9,"infra",5.57621854315714e-06
"19470",10,"infra",6.07928604864644e-06
"19471",11,"infra",5.3861027776132e-06
"19472",12,"infra",4.67567201095977e-06
"19473",13,"infra",6.60807506773278e-05
"19474",14,"infra",6.57146800023657e-06
"19475",15,"infra",5.52904684761394e-06
"19476",16,"infra",5.74867924094439e-06
"19477",17,"infra",5.4787615807323e-06
"19478",18,"infra",5.98146940777471e-06
"19479",19,"infra",6.02834527950423e-06
"19480",20,"infra",6.60009372133084e-06
"19481",1,"generally",6.17730089014906e-06
"19482",2,"generally",0.000189552594730438
"19483",3,"generally",6.57838474341011e-06
"19484",4,"generally",6.24949222875641e-06
"19485",5,"generally",5.15748376681984e-06
"19486",6,"generally",4.90838499408539e-06
"19487",7,"generally",6.06123055102647e-06
"19488",8,"generally",6.61056500499098e-06
"19489",9,"generally",0.0001171005894063
"19490",10,"generally",6.07928604864644e-06
"19491",11,"generally",0.00124418974162865
"19492",12,"generally",4.67567201095977e-06
"19493",13,"generally",0.00180820963217051
"19494",14,"generally",6.57146800023657e-06
"19495",15,"generally",5.52904684761394e-06
"19496",16,"generally",0.0042597713175398
"19497",17,"generally",0.00126559392514916
"19498",18,"generally",5.98146940777471e-06
"19499",19,"generally",0.000186878703664631
"19500",20,"generally",6.60009372133084e-06
"19501",1,"force",6.17730089014906e-06
"19502",2,"force",6.11459983001412e-06
"19503",3,"force",6.57838474341011e-06
"19504",4,"force",6.24949222875641e-06
"19505",5,"force",5.15748376681984e-06
"19506",6,"force",4.90838499408539e-06
"19507",7,"force",6.06123055102647e-06
"19508",8,"force",6.61056500499098e-06
"19509",9,"force",5.57621854315714e-06
"19510",10,"force",0.000917972193345613
"19511",11,"force",5.3861027776132e-06
"19512",12,"force",4.67567201095977e-06
"19513",13,"force",6.00734097066616e-06
"19514",14,"force",6.57146800023657e-06
"19515",15,"force",0.00453934746189105
"19516",16,"force",5.74867924094439e-06
"19517",17,"force",5.4787615807323e-06
"19518",18,"force",5.98146940777471e-06
"19519",19,"force",6.02834527950423e-06
"19520",20,"force",0.000138601968147948
"19521",1,"persistence",6.17730089014906e-06
"19522",2,"persistence",6.11459983001412e-06
"19523",3,"persistence",6.57838474341011e-06
"19524",4,"persistence",6.24949222875641e-06
"19525",5,"persistence",5.15748376681984e-06
"19526",6,"persistence",0.00231184933221422
"19527",7,"persistence",6.06123055102647e-06
"19528",8,"persistence",6.61056500499098e-06
"19529",9,"persistence",5.57621854315714e-06
"19530",10,"persistence",6.07928604864644e-06
"19531",11,"persistence",5.3861027776132e-06
"19532",12,"persistence",0.00042548615299734
"19533",13,"persistence",6.00734097066616e-06
"19534",14,"persistence",6.57146800023657e-06
"19535",15,"persistence",5.52904684761394e-06
"19536",16,"persistence",5.74867924094439e-06
"19537",17,"persistence",0.00526508987908373
"19538",18,"persistence",5.98146940777471e-06
"19539",19,"persistence",6.02834527950423e-06
"19540",20,"persistence",7.26010309346392e-05
"19541",1,"ignite",6.17730089014906e-06
"19542",2,"ignite",6.11459983001412e-06
"19543",3,"ignite",6.57838474341011e-06
"19544",4,"ignite",6.24949222875641e-06
"19545",5,"ignite",5.67323214350183e-05
"19546",6,"ignite",4.90838499408539e-06
"19547",7,"ignite",6.06123055102647e-06
"19548",8,"ignite",6.61056500499098e-06
"19549",9,"ignite",5.57621854315714e-06
"19550",10,"ignite",6.07928604864644e-06
"19551",11,"ignite",5.3861027776132e-06
"19552",12,"ignite",4.67567201095977e-06
"19553",13,"ignite",6.00734097066616e-06
"19554",14,"ignite",6.57146800023657e-06
"19555",15,"ignite",5.52904684761394e-06
"19556",16,"ignite",5.74867924094439e-06
"19557",17,"ignite",5.4787615807323e-06
"19558",18,"ignite",5.98146940777471e-06
"19559",19,"ignite",6.02834527950423e-06
"19560",20,"ignite",7.26010309346392e-05
"19561",1,"measure",0.00012972331869313
"19562",2,"measure",6.11459983001412e-06
"19563",3,"measure",6.57838474341011e-06
"19564",4,"measure",6.24949222875641e-06
"19565",5,"measure",5.15748376681984e-06
"19566",6,"measure",4.90838499408539e-06
"19567",7,"measure",6.06123055102647e-06
"19568",8,"measure",6.61056500499098e-06
"19569",9,"measure",5.57621854315714e-06
"19570",10,"measure",6.07928604864644e-06
"19571",11,"measure",5.3861027776132e-06
"19572",12,"measure",4.67567201095977e-06
"19573",13,"measure",6.00734097066616e-06
"19574",14,"measure",6.57146800023657e-06
"19575",15,"measure",5.52904684761394e-06
"19576",16,"measure",5.74867924094439e-06
"19577",17,"measure",5.4787615807323e-06
"19578",18,"measure",5.98146940777471e-06
"19579",19,"measure",6.02834527950423e-06
"19580",20,"measure",7.26010309346392e-05
"19581",1,"typical",6.17730089014906e-06
"19582",2,"typical",6.11459983001412e-06
"19583",3,"typical",6.57838474341011e-06
"19584",4,"typical",6.24949222875641e-06
"19585",5,"typical",5.15748376681984e-06
"19586",6,"typical",4.90838499408539e-06
"19587",7,"typical",6.06123055102647e-06
"19588",8,"typical",0.00033713881525454
"19589",9,"typical",0.0001171005894063
"19590",10,"typical",6.07928604864644e-06
"19591",11,"typical",5.3861027776132e-06
"19592",12,"typical",0.00164116087584688
"19593",13,"typical",6.00734097066616e-06
"19594",14,"typical",6.57146800023657e-06
"19595",15,"typical",5.52904684761394e-06
"19596",16,"typical",0.00052312981092594
"19597",17,"typical",6.02663773880552e-05
"19598",18,"typical",0.00209949576212892
"19599",19,"typical",6.02834527950423e-06
"19600",20,"typical",6.60009372133084e-06
"19601",1,"anti",6.17730089014906e-06
"19602",2,"anti",6.11459983001412e-06
"19603",3,"anti",6.57838474341011e-06
"19604",4,"anti",6.24949222875641e-06
"19605",5,"anti",5.15748376681984e-06
"19606",6,"anti",4.90838499408539e-06
"19607",7,"anti",6.06123055102647e-06
"19608",8,"anti",6.61056500499098e-06
"19609",9,"anti",5.57621854315714e-06
"19610",10,"anti",6.07928604864644e-06
"19611",11,"anti",5.3861027776132e-06
"19612",12,"anti",4.67567201095977e-06
"19613",13,"anti",6.00734097066616e-06
"19614",14,"anti",7.22861480026023e-05
"19615",15,"anti",5.52904684761394e-06
"19616",16,"anti",5.74867924094439e-06
"19617",17,"anti",5.4787615807323e-06
"19618",18,"anti",5.98146940777471e-06
"19619",19,"anti",6.02834527950423e-06
"19620",20,"anti",6.60009372133084e-06
"19621",1,"jta",6.79503097916396e-05
"19622",2,"jta",6.11459983001412e-06
"19623",3,"jta",6.57838474341011e-06
"19624",4,"jta",6.24949222875641e-06
"19625",5,"jta",5.15748376681984e-06
"19626",6,"jta",4.90838499408539e-06
"19627",7,"jta",6.06123055102647e-06
"19628",8,"jta",6.61056500499098e-06
"19629",9,"jta",5.57621854315714e-06
"19630",10,"jta",6.07928604864644e-06
"19631",11,"jta",5.3861027776132e-06
"19632",12,"jta",4.67567201095977e-06
